	labels
2998	0
2999	6
3000	6
3001	6
3002	1
3003	1
3004	0
3005	6
3006	1
3007	0
3008	1
3009	6
3010	6
3011	0
3012	6
3013	1
3014	6
3015	6
3016	0
3017	0
3018	6
3019	6
3020	6
3021	1
3022	6
3023	6
3024	1
3025	1
3026	0
3027	1
3028	1
3029	6
3030	0
3031	1
3032	6
3033	1
3034	1
3035	6
3036	0
3037	6
3038	6
3039	6
3040	6
3041	1
3042	1
3043	0
3044	1
3045	6
3046	6
3047	1
3048	6
3049	1
3050	1
3051	6
3052	6
3053	1
3054	0
3055	0
3056	6
3057	6
3058	0
3059	0
3060	6
3061	6
3062	0
3063	6
3064	0
3065	1
3066	0
3067	0
3068	1
3069	0
3070	6
3071	6
